Name_x,Status,Link,Speakers,Glottocode,Country,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
Mazatlán Mazatec,Endangered/unsafe,https://en.wal.unesco.org/languages/mazatlan-mazatec,99999.0,maza1296,,Otomanguean,vmz,North America,2.0,18.08,-96.89
Mazagway,Endangered/unsafe,https://en.wal.unesco.org/languages/mazagway,99999.0,maza1304,,Afro-Asiatic,dkx,Africa,2.0,10.18,13.69
Maza,Critically endangered,https://en.wal.unesco.org/languages/maza,99.0,maza1306,,Sino-Tibetan,,Eurasia,0.0,23.55,105.52
Mba,Endangered/unsafe,https://en.wal.unesco.org/languages/mba,99999.0,mbaa1245,,Atlantic-Congo,mfc,Africa,0.0,1.07,25.14
Mbabaram,Not in use,https://en.wal.unesco.org/languages/mbabaram,0.0,mbab1239,,Pama-Nyungan,vmb,Australia,0.0,-20.14,143.44
Mbalanhu,Definitely endangered,https://en.wal.unesco.org/languages/mbalanhu,999.0,mbal1255,,Atlantic-Congo,lnb,Africa,3.0,-17.58,16.03
Mbala,Potentially vulnerable,https://en.wal.unesco.org/languages/mbala,999999.0,mbal1257,,Atlantic-Congo,mdp,Africa,0.0,-5.12,18.04
Mbangi,Definitely endangered,https://en.wal.unesco.org/languages/mbangi,9999.0,mban1262,,Atlantic-Congo,mgn,Africa,0.0,4.7,22.06
Mbandja,Potentially vulnerable,https://en.wal.unesco.org/languages/mbandja,999999.0,mban1263,,Atlantic-Congo,zmz,Africa,2.0,3.98,19.45
Mbangala,Potentially vulnerable,https://en.wal.unesco.org/languages/mbangala,999999.0,mban1264,,Atlantic-Congo,mxg,Africa,2.0,-9.16,17.41
Mbangwe,Definitely endangered,https://en.wal.unesco.org/languages/mbangwe,9999.0,mban1268,,Atlantic-Congo,zmn,Africa,0.0,-2.29,13.6
Rimanggudhinma,Not in use,https://en.wal.unesco.org/languages/rimanggudhinma,0.0,mbar1253,,Pama-Nyungan,zmv,Australia,0.0,-14.53,143.79
Mbara-Yanga,Not in use,https://en.wal.unesco.org/languages/mbara-yanga,0.0,mbar1254,,Pama-Nyungan,mvl,Australia,2.0,-19.29,142.48
Mbara (Chad),Definitely endangered,https://en.wal.unesco.org/languages/mbara-chad,999.0,mbar1260,,Afro-Asiatic,mpk,Africa,0.0,10.91,15.54
Mbato,Endangered/unsafe,https://en.wal.unesco.org/languages/mbato,99999.0,mbat1247,,Atlantic-Congo,gwa,Africa,0.0,5.34,-3.7
Mbati,Endangered/unsafe,https://en.wal.unesco.org/languages/mbati,99999.0,mbat1248,,Atlantic-Congo,mdn,Africa,4.0,3.94,17.75
Mbay,Endangered/unsafe,https://en.wal.unesco.org/languages/mbay,99999.0,mbay1241,,Central Sudanic,myb,Africa,6.0,8.23,15.73
Mbedam,Endangered/unsafe,https://en.wal.unesco.org/languages/mbedam,9999.0,mbed1242,,Afro-Asiatic,xmd,Africa,0.0,10.47,13.93
Mbe,Endangered/unsafe,https://en.wal.unesco.org/languages/mbe,99999.0,mbee1249,,Atlantic-Congo,mfo,Africa,3.0,6.57,8.83
Mbe',Definitely endangered,https://en.wal.unesco.org/languages/mbe-0,9999.0,mbee1250,,Atlantic-Congo,mtk,Africa,0.0,6.26,11.09
Mbelime,Endangered/unsafe,https://en.wal.unesco.org/languages/mbelime,99999.0,mbel1240,Benin,Atlantic-Congo,mql,Africa,0.0,10.45,0.96
Mbere,Potentially vulnerable,https://en.wal.unesco.org/languages/mbere,999999.0,mber1257,,Atlantic-Congo,mdt,Africa,10.0,-0.48,14.29
Mbesa,Endangered/unsafe,https://en.wal.unesco.org/languages/mbesa,9999.0,mbes1238,,Atlantic-Congo,zms,Africa,0.0,1.62,22.84
Mbiywom,Not in use,https://en.wal.unesco.org/languages/mbiywom,0.0,mbiy1238,,Pama-Nyungan,,Australia,0.0,-12.9,142.27
Mbo (Cameroon),Definitely endangered,https://en.wal.unesco.org/languages/mbo-cameroon,99999.0,mboc1235,,Atlantic-Congo,mbo,Africa,4.0,5.14,9.93
Mbo (Democratic Republic of Congo),Endangered/unsafe,https://en.wal.unesco.org/languages/mbo-democratic-republic-congo,99999.0,mbod1238,,Atlantic-Congo,zmw,Africa,0.0,1.12,28.02
Mboi,Endangered/unsafe,https://en.wal.unesco.org/languages/mboi,99999.0,mboi1246,,Atlantic-Congo,moi,Africa,3.0,9.87,12.54
Mboko,Endangered/unsafe,https://en.wal.unesco.org/languages/mboko,99999.0,mbok1243,,Atlantic-Congo,mdu,Africa,1.0,0.44,14.79
Mbole,Endangered/unsafe,https://en.wal.unesco.org/languages/mbole,99999.0,mbol1247,,Atlantic-Congo,mdq,Africa,8.0,-0.57,24.04
Mbonga,Definitely endangered,https://en.wal.unesco.org/languages/mbonga,,mbon1252,Cameroon,Atlantic-Congo,xmb,Africa,0.0,5.75,13.65
Mbongno,Definitely endangered,https://en.wal.unesco.org/languages/mbongno,9999.0,mbon1253,,Atlantic-Congo,bgu,Africa,0.0,6.83,11.13
Mbosi,Definitely endangered,https://en.wal.unesco.org/languages/mbosi,999999.0,mbos1242,,Atlantic-Congo,mdw,Africa,0.0,-1.23,15.53
Mbour Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/mbour-sign-language,,mbou1245,,Sign Language,,Africa,0.0,14.42,-16.97
Mbowe,Definitely endangered,https://en.wal.unesco.org/languages/mbowe,999.0,mbow1246,Zambia,Atlantic-Congo,mxo,Africa,0.0,-14.29,23.98
Mbre,Definitely endangered,https://en.wal.unesco.org/languages/mbre,999.0,mbre1244,,Atlantic-Congo,mka,Africa,0.0,8.21,-5.73
Mbugu,Definitely endangered,https://en.wal.unesco.org/languages/mbugu,9999.0,mbug1240,,Atlantic-Congo,mhd,Africa,2.0,-4.73,38.35
Mbugwe,Definitely endangered,https://en.wal.unesco.org/languages/mbugwe,99999.0,mbug1242,,Atlantic-Congo,mgz,Africa,0.0,-3.76,35.81
Mbukushu,Endangered/unsafe,https://en.wal.unesco.org/languages/mbukushu,99999.0,mbuk1240,Zambia,Atlantic-Congo,mhw,Africa,0.0,-17.68,22.5
Mbuko,Endangered/unsafe,https://en.wal.unesco.org/languages/mbuko,99999.0,mbuk1243,,Afro-Asiatic,mqb,Africa,0.0,10.78,14.17
Mbuk,Endangered/unsafe,https://en.wal.unesco.org/languages/mbuk,,mbuk1244,Cameroon,Atlantic-Congo,bpc,Africa,0.0,6.54,10.42
Mbulungish,Definitely endangered,https://en.wal.unesco.org/languages/mbulungish,9999.0,mbul1258,,Atlantic-Congo,mbv,Africa,0.0,10.86,-14.74
Mbula-Bwazza,Endangered/unsafe,https://en.wal.unesco.org/languages/mbula-bwazza,99999.0,mbul1260,,Atlantic-Congo,mbu,Africa,2.0,9.61,12.24
Mbule,Definitely endangered,https://en.wal.unesco.org/languages/mbule,999.0,mbul1262,Cameroon,Atlantic-Congo,mlb,Africa,0.0,4.51,10.99
Mbula,Endangered/unsafe,https://en.wal.unesco.org/languages/mbula,9999.0,mbul1263,,Austronesian,mna,Papunesia,4.0,-5.67,148.04
Mbum,Endangered/unsafe,https://en.wal.unesco.org/languages/mbum,99999.0,mbum1254,,Atlantic-Congo,mdd,Africa,3.0,7.58,14.27
Mbunga,Definitely endangered,https://en.wal.unesco.org/languages/mbunga,99999.0,mbun1248,,Atlantic-Congo,mgy,Africa,0.0,-8.2,36.54
Mbunda,Potentially vulnerable,https://en.wal.unesco.org/languages/mbunda,999999.0,mbun1249,Zambia,Atlantic-Congo,mck,Africa,0.0,-14.6,21.98
Mburku,Endangered/unsafe,https://en.wal.unesco.org/languages/mburku,99999.0,mbur1239,,Afro-Asiatic,bbt,Africa,0.0,10.93,9.81
Ajumbu,Definitely endangered,https://en.wal.unesco.org/languages/ajumbu,999.0,mbuu1238,Cameroon,Atlantic-Congo,muc,Africa,0.0,6.54,10.26
Mbwela,Potentially vulnerable,https://en.wal.unesco.org/languages/mbwela,999999.0,mbwe1238,,Atlantic-Congo,mfu,Africa,0.0,-13.33,18.22
Mbyá Guaraní,Endangered/unsafe,https://en.wal.unesco.org/languages/mbya-guarani,99999.0,mbya1239,Paraguay,Tupian,gun,South America,2.0,-26.02,-52.71
Meakambut,Definitely endangered,https://en.wal.unesco.org/languages/meakambut,999.0,meak1234,,Arafundi,,Papunesia,0.0,-4.83,143.78
Medebur,Endangered/unsafe,https://en.wal.unesco.org/languages/medebur,999.0,mede1237,,Austronesian,mjm,Papunesia,0.0,-4.5,145.43
Media Lengua,Definitely endangered,https://en.wal.unesco.org/languages/media-lengua,9999.0,medi1245,,Mixed Language,mue,South America,4.0,-1.05,-78.54
Mednyj Aleut,Not in use,https://en.wal.unesco.org/languages/mednyj-aleut,0.0,medn1235,Russian Federation,Eskimo-Aleut,mud,Eurasia,0.0,54.66,167.78
Medumba,Potentially vulnerable,https://en.wal.unesco.org/languages/medumba,999999.0,medu1238,Cameroon,Atlantic-Congo,byv,Africa,1.0,5.11,10.61
Me'en,Definitely endangered,https://en.wal.unesco.org/languages/meen,999999.0,meen1242,,Surmic,mym,Africa,2.0,6.63,35.63
Mefele,Endangered/unsafe,https://en.wal.unesco.org/languages/mefele,99999.0,mefe1242,,Afro-Asiatic,mfj,Africa,4.0,10.68,13.82
Bangladesh Lyngam,Endangered/unsafe,https://en.wal.unesco.org/languages/bangladesh-lyngam,9999.0,mega1243,,Austroasiatic,mef,Eurasia,0.0,25.13,91.61
Megleno Romanian,Definitely endangered,https://en.wal.unesco.org/languages/megleno-romanian,9999.0,megl1237,,Indo-European,ruq,Eurasia,0.0,41.12,22.38
Meherrin,Not in use,https://en.wal.unesco.org/languages/meherrin,0.0,mehe1242,,Unclassifiable,,North America,0.0,,
Mehek,Definitely endangered,https://en.wal.unesco.org/languages/mehek,9999.0,mehe1243,,Sepik,nux,Papunesia,0.0,-3.71,142.5
Mehek Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/mehek-sign-language,99.0,mehe1245,,Sign Language,,Papunesia,0.0,-3.73,142.51
Mehináku,Definitely endangered,https://en.wal.unesco.org/languages/mehinaku,999.0,mehi1240,,Arawakan,mmh,South America,0.0,-12.54,-53.52
Mehri,Potentially vulnerable,https://en.wal.unesco.org/languages/mehri,999999.0,mehr1241,Yemen,Afro-Asiatic,gdq,Eurasia,4.0,16.79,52.47
Mekeo,Endangered/unsafe,https://en.wal.unesco.org/languages/mekeo,99999.0,meke1243,,Austronesian,mek,Papunesia,4.0,-8.24,146.59
Mekmek,Definitely endangered,https://en.wal.unesco.org/languages/mekmek,9999.0,mekm1240,,Yuat,mvk,Papunesia,0.0,-4.47,143.75
Mekwei,Critically endangered,https://en.wal.unesco.org/languages/mekwei,9999.0,mekw1241,,Nimboranic,msf,Papunesia,0.0,-2.52,140.33
Mele-Fila,Endangered/unsafe,https://en.wal.unesco.org/languages/mele-fila,9999.0,mele1250,,Austronesian,mxe,Papunesia,2.0,-17.68,168.28
Melo,Endangered/unsafe,https://en.wal.unesco.org/languages/melo,99999.0,melo1242,,Ta-Ne-Omotic,mfx,Africa,0.0,6.54,36.81
Melpa,Potentially vulnerable,https://en.wal.unesco.org/languages/melpa,999999.0,melp1238,,Nuclear Trans New Guinea,med,Papunesia,1.0,-5.63,144.34
Memoni,Severely endangered,https://en.wal.unesco.org/languages/memoni,9999999.0,memo1238,Pakistan,Indo-European,mby,Eurasia,0.0,24.85,67.01
Mendankwe-Nkwen,Definitely endangered,https://en.wal.unesco.org/languages/mendankwe-nkwen,99999.0,mend1261,,Atlantic-Congo,mfd,Africa,2.0,6.0,10.23
Mende (Sierra Leone),Potentially vulnerable,https://en.wal.unesco.org/languages/mende-sierra-leone,9999999.0,mend1266,,Mande,men,Africa,4.0,7.91,-10.99
Mendalam Kayan,Definitely endangered,https://en.wal.unesco.org/languages/mendalam-kayan,9999.0,mend1267,,Austronesian,xkd,Papunesia,0.0,0.99,113.29
Mende (Papua New Guinea),Definitely endangered,https://en.wal.unesco.org/languages/mende-papua-new-guinea,9999.0,mend1268,,Sepik,sim,Papunesia,0.0,-3.67,142.68
Mengaka,Endangered/unsafe,https://en.wal.unesco.org/languages/mengaka,99999.0,meng1264,,Atlantic-Congo,xmg,Africa,2.0,5.71,10.34
Mengen,Endangered/unsafe,https://en.wal.unesco.org/languages/mengen,9999.0,meng1267,,Austronesian,mee,Papunesia,3.0,-5.47,151.37
Menien,Not in use,https://en.wal.unesco.org/languages/menien,0.0,meni1247,,Kamakanan,,South America,0.0,-15.88,-39.05
Menka,Endangered/unsafe,https://en.wal.unesco.org/languages/menka,9999.0,menk1238,,Atlantic-Congo,mea,Africa,0.0,5.95,9.69
Menominee,Severely endangered,https://en.wal.unesco.org/languages/menominee,99.0,meno1252,,Algic,mez,North America,0.0,44.98,-88.64
Mentawai,Endangered/unsafe,https://en.wal.unesco.org/languages/mentawai,99999.0,ment1249,Indonesia,Austronesian,mwv,Papunesia,9.0,-1.41,98.94
Menterap,Definitely endangered,https://en.wal.unesco.org/languages/menterap,99.0,ment1251,,Austronesian,,Papunesia,0.0,-0.29,110.67
Menya,Definitely endangered,https://en.wal.unesco.org/languages/menya,99999.0,meny1245,,Angan,mcr,Papunesia,0.0,-7.17,146.07
Meoswar,Definitely endangered,https://en.wal.unesco.org/languages/meoswar,999.0,meos1237,Indonesia,Austronesian,mvx,Papunesia,0.0,-2.08,134.38
Meramera,Endangered/unsafe,https://en.wal.unesco.org/languages/meramera,9999.0,mera1242,,Austronesian,mxm,Papunesia,1.0,-4.97,151.53
Merei,Definitely endangered,https://en.wal.unesco.org/languages/merei,999.0,mere1242,,Austronesian,lmb,Papunesia,1.0,-15.28,166.91
Merey,Endangered/unsafe,https://en.wal.unesco.org/languages/merey,9999.0,mere1246,,Afro-Asiatic,meq,Africa,1.0,10.75,14.09
Meriam,Definitely endangered,https://en.wal.unesco.org/languages/meriam,999.0,meri1244,,Eastern Trans-Fly,ulk,Papunesia,4.0,-9.6,143.77
Merlav,Endangered/unsafe,https://en.wal.unesco.org/languages/merlav,9999.0,merl1237,,Austronesian,mrm,Papunesia,3.0,-14.45,168.05
Meroitic,Not in use,https://en.wal.unesco.org/languages/meroitic,0.0,mero1237,,,xmr,Africa,0.0,16.93,33.73
Mer,Severely endangered,https://en.wal.unesco.org/languages/mer,99.0,merr1239,,Mairasic,mnu,Papunesia,0.0,-3.38,134.73
Meru,Potentially vulnerable,https://en.wal.unesco.org/languages/meru,9999999.0,meru1245,,Atlantic-Congo,mer,Africa,6.0,0.26,37.74
Merwari,Potentially vulnerable,https://en.wal.unesco.org/languages/merwari,9999999.0,merw1238,,Indo-European,wry,Eurasia,0.0,26.77,74.09
Mesaka,Endangered/unsafe,https://en.wal.unesco.org/languages/mesaka,99999.0,mesa1245,,Atlantic-Congo,iyo,Africa,1.0,6.33,9.87
Mescalero-Chiricahua Apache,Definitely endangered,https://en.wal.unesco.org/languages/mescalero-chiricahua-apache,9999.0,mesc1238,,Athabaskan-Eyak-Tlingit,apm,North America,0.0,33.13,-105.57
Mese,Endangered/unsafe,https://en.wal.unesco.org/languages/mese,9999.0,mese1244,,Nuclear Trans New Guinea,mci,Papunesia,3.0,-6.56,147.14
Meskwaki,Severely endangered,https://en.wal.unesco.org/languages/meskwaki,999.0,mesk1242,,Algic,sac,North America,2.0,44.0,-89.0
Mesme,Endangered/unsafe,https://en.wal.unesco.org/languages/mesme,99999.0,mesm1239,,Afro-Asiatic,zim,Africa,2.0,9.29,15.7
Mesmes,Not in use,https://en.wal.unesco.org/languages/mesmes,0.0,mesm1243,,Afro-Asiatic,mys,Africa,0.0,7.54,37.57
Gilit Mesopotamian Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/gilit-mesopotamian-arabic,9999999.0,meso1252,,Afro-Asiatic,acm,Eurasia,4.0,33.82,43.11
Mesqan,Potentially vulnerable,https://en.wal.unesco.org/languages/mesqan,999999.0,mesq1240,,Afro-Asiatic,mvz,Africa,0.0,8.11,38.34
Messapic,Not in use,https://en.wal.unesco.org/languages/messapic,0.0,mess1244,,Indo-European,cms,Eurasia,0.0,40.54,17.86
Meta',Endangered/unsafe,https://en.wal.unesco.org/languages/meta,99999.0,meta1238,,Atlantic-Congo,mgo,Africa,2.0,5.89,9.87
Metlatónoc Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/metlatonoc-mixtec,99999.0,metl1238,,Otomanguean,mxv,North America,0.0,17.19,-98.35
Mewari,Potentially vulnerable,https://en.wal.unesco.org/languages/mewari,9999999.0,mewa1249,India,Indo-European,mtr,Eurasia,3.0,24.57,73.68
Mewati,Potentially vulnerable,https://en.wal.unesco.org/languages/mewati,999999.0,mewa1250,India,Indo-European,wtm,Eurasia,0.0,27.74,76.95
Mexican Sign Language,Potentially vulnerable,https://en.wal.unesco.org/languages/mexican-sign-language,999999.0,mexi1237,Mexico,Sign Language,mfs,North America,0.0,19.75,-98.5
Meyah,Endangered/unsafe,https://en.wal.unesco.org/languages/meyah,99999.0,meya1236,,East Bird's Head,mej,Papunesia,0.0,-1.18,133.62
Mezontla Popoloca,Endangered/unsafe,https://en.wal.unesco.org/languages/mezontla-popoloca,9999.0,mezo1235,,Otomanguean,pbe,North America,0.0,18.14,-97.59
Mezquital Otomi,Endangered/unsafe,https://en.wal.unesco.org/languages/mezquital-otomi,99999.0,mezq1235,,Otomanguean,ote,North America,0.0,20.23,-99.56
Mfinu,Severely endangered,https://en.wal.unesco.org/languages/mfinu,9999.0,mfin1238,,Atlantic-Congo,zmf,Africa,2.0,-4.27,16.26
Southern Mfumte,Endangered/unsafe,https://en.wal.unesco.org/languages/southern-mfumte,99999.0,mfum1238,,Atlantic-Congo,nfu,Africa,10.0,6.6,10.94
Cuixtla-Xitla Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/cuixtla-xitla-zapotec,999.0,miah1235,,Otomanguean,zam,North America,0.0,16.22,-96.66
Miami,Not in use,https://en.wal.unesco.org/languages/miami,0.0,miam1252,,Algic,mia,North America,2.0,40.0,-90.0
Miani,Definitely endangered,https://en.wal.unesco.org/languages/miani,9999.0,mian1254,,Nuclear Trans New Guinea,pla,Papunesia,0.0,-4.42,145.28
Mian,Definitely endangered,https://en.wal.unesco.org/languages/mian,9999.0,mian1256,,Nuclear Trans New Guinea,mpt,Papunesia,3.0,-4.71,141.52
Miarrã,Endangered/unsafe,https://en.wal.unesco.org/languages/miarra,,miar1236,,Unattested,xmi,South America,0.0,-12.5,-53.42
Michif,Critically endangered,https://en.wal.unesco.org/languages/michif,999.0,mich1243,,Algic,crg,North America,0.0,49.17,-99.91
Michoacán Nahuatl,Definitely endangered,https://en.wal.unesco.org/languages/michoacan-nahuatl,9999.0,mich1245,,Uto-Aztecan,ncl,North America,0.0,18.34,-103.36
Michoacán Mazahua,Definitely endangered,https://en.wal.unesco.org/languages/michoacan-mazahua,99999.0,mich1246,,Otomanguean,mmc,North America,0.0,19.72,-100.29
Middle English,Not in use,https://en.wal.unesco.org/languages/middle-english,0.0,midd1317,,Indo-European,enm,Eurasia,0.0,51.65,-1.11
Middle Low German,Not in use,https://en.wal.unesco.org/languages/middle-low-german,0.0,midd1318,,Indo-European,gml,Eurasia,0.0,53.14,9.67
Middle Dutch,Not in use,https://en.wal.unesco.org/languages/middle-dutch,0.0,midd1321,,Indo-European,dum,Eurasia,0.0,51.66,5.34
Middle Watut,Endangered/unsafe,https://en.wal.unesco.org/languages/middle-watut,9999.0,midd1327,,Austronesian,mpl,Papunesia,0.0,-6.88,146.4
Middle High German,Not in use,https://en.wal.unesco.org/languages/middle-high-german,0.0,midd1343,,Indo-European,gmh,Eurasia,0.0,48.25,10.6
Middle Chinese,Not in use,https://en.wal.unesco.org/languages/middle-chinese,0.0,midd1344,,Sino-Tibetan,ltc,Eurasia,2.0,34.27,108.9
Middle Indo-Aryan,Not in use,https://en.wal.unesco.org/languages/middle-indo-aryan,0.0,midd1350,,Indo-European,,Eurasia,0.0,26.61,78.97
Middle Mongol,Not in use,https://en.wal.unesco.org/languages/middle-mongol,0.0,midd1351,,Mongolic-Khitan,xng,Eurasia,0.0,48.73,108.67
Middle Clarence Bandjalang,Severely endangered,https://en.wal.unesco.org/languages/middle-clarence-bandjalang,99.0,midd1357,,Pama-Nyungan,bdy,Australia,4.0,-29.04,152.78
Middle Aramaic,Not in use,https://en.wal.unesco.org/languages/middle-aramaic,0.0,midd1366,,Afro-Asiatic,,Eurasia,4.0,31.74,35.44
Mid Grand Valley Dani,Endangered/unsafe,https://en.wal.unesco.org/languages/mid-grand-valley-dani,99999.0,midg1235,,Nuclear Trans New Guinea,dnt,Papunesia,0.0,-4.06,138.94
Midob,Endangered/unsafe,https://en.wal.unesco.org/languages/midob,99999.0,mido1240,Sudan,Nubian,mei,Africa,3.0,14.79,27.22
Mid-Southern Banda,Endangered/unsafe,https://en.wal.unesco.org/languages/mid-southern-banda,99999.0,mids1243,,Atlantic-Congo,bjo,Africa,4.0,5.88,22.47
Migabac,Endangered/unsafe,https://en.wal.unesco.org/languages/migabac,9999.0,miga1241,,Nuclear Trans New Guinea,mpp,Papunesia,3.0,-6.33,147.71
Migaama,Endangered/unsafe,https://en.wal.unesco.org/languages/migaama,99999.0,miga1249,,Afro-Asiatic,mmy,Africa,4.0,12.24,18.96
Miisiirii,Definitely endangered,https://en.wal.unesco.org/languages/miisiirii,,miis1236,,Tamaic,,Africa,0.0,14.16,22.69
Kman,Definitely endangered,https://en.wal.unesco.org/languages/kman,99999.0,miju1243,,Sino-Tibetan,mxj,Eurasia,0.0,28.47,97.04
Mikasuki,Definitely endangered,https://en.wal.unesco.org/languages/mikasuki,999.0,mika1239,,Muskogean,mik,North America,2.0,31.5,-84.0
Mikaya-Bambengangale-Baluma,Endangered/unsafe,https://en.wal.unesco.org/languages/mikaya-bambengangale-baluma,,mika1256,,Atlantic-Congo,,Africa,0.0,1.49,15.95
Mi'kmaq,Definitely endangered,https://en.wal.unesco.org/languages/mikmaq,9999.0,mikm1235,,Algic,mic,North America,2.0,46.0,-64.0
Milang,Definitely endangered,https://en.wal.unesco.org/languages/milang,9999.0,mila1245,,Sino-Tibetan,,Eurasia,0.0,28.55,95.19
Mili,Definitely endangered,https://en.wal.unesco.org/languages/mili,99999.0,mili1235,,Sino-Tibetan,ymh,Eurasia,0.0,24.11,100.61
Millcayac,Not in use,https://en.wal.unesco.org/languages/millcayac,0.0,mill1237,,Huarpean,,South America,0.0,-31.8,-67.57
Miltu,Definitely endangered,https://en.wal.unesco.org/languages/miltu,999.0,milt1241,,Afro-Asiatic,mlj,Africa,0.0,10.23,17.41
Miluk,Not in use,https://en.wal.unesco.org/languages/miluk,0.0,milu1241,,Coosan,iml,North America,0.0,43.32,-124.26
Milyan,Not in use,https://en.wal.unesco.org/languages/milyan,0.0,mily1238,,Indo-European,imy,Eurasia,0.0,36.36,29.32
Mimi-Gaudefroy,Not in use,https://en.wal.unesco.org/languages/mimi-gaudefroy,0.0,mimi1240,,,,Africa,0.0,13.83,21.11
Mimi-Nachtigal,Not in use,https://en.wal.unesco.org/languages/mimi-nachtigal,0.0,mimi1241,,Maban,,Africa,0.0,14.3,20.72
Minangkabau,Potentially vulnerable,https://en.wal.unesco.org/languages/minangkabau,9999999.0,mina1268,Indonesia,Austronesian,min,Papunesia,14.0,-0.9,100.44
Minaveha,Endangered/unsafe,https://en.wal.unesco.org/languages/minaveha,9999.0,mina1269,,Austronesian,mvn,Papunesia,0.0,-9.6,150.5
Minanibai-Foia Foia,Definitely endangered,https://en.wal.unesco.org/languages/minanibai-foia-foia,999.0,mina1274,,Anim,mcv,Papunesia,0.0,-7.62,144.01
Mina (Cameroon),Endangered/unsafe,https://en.wal.unesco.org/languages/mina-cameroon,99999.0,mina1276,,Afro-Asiatic,hna,Africa,3.0,10.38,13.84
Minaean,Not in use,https://en.wal.unesco.org/languages/minaean,0.0,mina1279,,Afro-Asiatic,inm,Eurasia,0.0,16.17,44.67
Min Bei Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/min-bei-chinese,9999999.0,minb1244,,Sino-Tibetan,mnp,Eurasia,10.0,27.05,118.32
Min Dong Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/min-dong-chinese,9999999.0,mind1253,,Sino-Tibetan,cdo,Eurasia,2.0,26.0,119.5
Mindiri,Definitely endangered,https://en.wal.unesco.org/languages/mindiri,99.0,mind1255,,Austronesian,mpn,Papunesia,0.0,-5.5,146.15
Minderico,Critically endangered,https://en.wal.unesco.org/languages/minderico,999.0,mind1263,Portugal,Indo-European,drc,Eurasia,0.0,39.51,-8.69
Mingrelian,Definitely endangered,https://en.wal.unesco.org/languages/mingrelian,999999.0,ming1252,Georgia,Kartvelian,xmf,Eurasia,2.0,42.51,41.87
Mingang Doso,Definitely endangered,https://en.wal.unesco.org/languages/mingang-doso,9999.0,ming1254,,Atlantic-Congo,mko,Africa,0.0,9.26,11.29
Minigir,Endangered/unsafe,https://en.wal.unesco.org/languages/minigir,999.0,mini1251,,Austronesian,vmg,Papunesia,0.0,-4.32,152.0
Minidien,Critically endangered,https://en.wal.unesco.org/languages/minidien,99.0,mini1253,,Nuclear Torricelli,wii,Papunesia,0.0,-3.59,142.33
Minica Huitoto,Definitely endangered,https://en.wal.unesco.org/languages/minica-huitoto,9999.0,mini1256,Colombia,Huitotoan,hto,South America,0.0,-1.55,-73.11
Minkin,Not in use,https://en.wal.unesco.org/languages/minkin,0.0,mink1237,,,xxm,Australia,0.0,-17.74,139.54
Min Nan Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/min-nan-chinese,99999999.0,minn1241,,Sino-Tibetan,,Eurasia,23.0,24.5,118.17
Minoan,Not in use,https://en.wal.unesco.org/languages/minoan,0.0,mino1236,,Unclassifiable,omn,Eurasia,0.0,35.21,25.0
Minokok,Definitely endangered,https://en.wal.unesco.org/languages/minokok,9999.0,mino1243,,Austronesian,mqq,Papunesia,0.0,5.43,116.76
Minriq,Definitely endangered,https://en.wal.unesco.org/languages/minriq,999.0,minr1238,,Austroasiatic,mnq,Eurasia,0.0,5.01,102.05
Mintil,Severely endangered,https://en.wal.unesco.org/languages/mintil,999.0,mint1239,,Austroasiatic,mzt,Eurasia,0.0,4.59,101.99
Min Zhong Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/min-zhong-chinese,9999999.0,minz1235,,Sino-Tibetan,czo,Eurasia,0.0,26.07,117.38
Minz Zhuang,Potentially vulnerable,https://en.wal.unesco.org/languages/minz-zhuang,999999.0,minz1236,,Tai-Kadai,zgm,Eurasia,0.0,23.33,105.5
Miqie,Definitely endangered,https://en.wal.unesco.org/languages/miqie,99999.0,miqi1235,,Sino-Tibetan,yiq,Eurasia,0.0,25.3,102.3
Mirandese,Endangered/unsafe,https://en.wal.unesco.org/languages/mirandese,99999.0,mira1251,Portugal,Indo-European,mwl,Eurasia,0.0,41.54,-6.38
Mire,Endangered/unsafe,https://en.wal.unesco.org/languages/mire,9999.0,mire1238,,Afro-Asiatic,mvh,Africa,0.0,9.69,16.99
Miriwung,Critically endangered,https://en.wal.unesco.org/languages/miriwung,999.0,miri1266,,Jarrakan,mep,Australia,0.0,-16.36,128.89
Miriti,Not in use,https://en.wal.unesco.org/languages/miriti,0.0,miri1270,,Tucanoan,mmv,South America,0.0,0.59,-69.74
Miriwoong Sign Language,Critically endangered,https://en.wal.unesco.org/languages/miriwoong-sign-language,9.0,miri1273,,Sign Language,rsm,Australia,0.0,-15.77,128.74
Miship,Endangered/unsafe,https://en.wal.unesco.org/languages/miship,9999.0,mish1244,,Afro-Asiatic,mjs,Africa,1.0,9.2,9.34
Mising-Padam-Miri-Minyong,Potentially vulnerable,https://en.wal.unesco.org/languages/mising-padam-miri-minyong,999999.0,misi1242,,Sino-Tibetan,mrg,Eurasia,4.0,27.42,94.69
